projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,combo_prop,combo_player_ids,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10972603,182263,Dmitri Voronkov,CBJ,F,Goals,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,goals,SKATER,CAR,1,8481716,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1667,30,0.0317,OVER,-0.4683,L,F,DEPTH,PP_OCC,0.508,0.27,0.143,13.93
10977505,218255,Adam Fantilli,CBJ,F,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8484166,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.5,5,5,10,0.5,10,10,20,0.5333,30,0.4633,OVER,-0.0367,C,F,SECONDARY,PP_OCC,0.73,0.284,0.162,18.8
10977506,218255,Adam Fantilli,CBJ,F,Points,0.5,goblin,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8484166,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.7,7,3,10,0.7,14,6,20,0.6667,30,0.5767,OVER,0.0767,C,F,SECONDARY,PP_OCC,0.73,0.284,0.162,18.8
10977507,218255,Adam Fantilli,CBJ,F,Power Play Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,power_play_points,SKATER,CAR,1,8484166,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0333,30,0.0458,OVER,-0.4542,C,F,SECONDARY,PP_OCC,0.73,0.284,0.162,18.8
10977509,268899,Alexander Nikishin,CAR,D,Power Play Points,0.5,demon,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,power_play_points,SKATER,CBJ,0,8482100,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1,30,0.06,OVER,-0.44,D,D,DEPTH,PP_OCC,0.403,0.139,0.139,17.97
10977510,218693,Andrei Svechnikov,CAR,F,Assists,0.5,demon,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CBJ,0,8480830,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.45,9,11,20,0.4,30,0.4075,OVER,-0.0925,R,F,SECONDARY,PP_REGULAR,0.849,0.356,0.342,17.05
10977511,218693,Andrei Svechnikov,CAR,F,Power Play Points,0.5,demon,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,power_play_points,SKATER,CBJ,0,8480830,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.2,1,4,5,0.1,1,9,10,0.1,2,18,20,0.1667,30,0.1467,OVER,-0.3533,R,F,SECONDARY,PP_REGULAR,0.849,0.356,0.342,17.05
10977513,57978,Boone Jenner,CBJ,F,Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8476432,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.4,8,12,20,0.3667,30,0.3967,OVER,-0.1033,C,F,SECONDARY,PP_OCC,0.576,0.186,0.051,16.08
10977515,265265,Charlie Coyle,CBJ,F,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8475745,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.45,9,11,20,0.4333,30,0.1458,OVER,-0.3542,C,F,SECONDARY,PP_OCC,0.757,0.243,0.162,17.93
10977516,265265,Charlie Coyle,CBJ,F,Points,0.5,standard,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8475745,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.55,11,9,20,0.5667,30,0.2892,UNDER,0.2108,C,F,SECONDARY,PP_OCC,0.757,0.243,0.162,17.93
10977517,265265,Charlie Coyle,CBJ,F,Power Play Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,power_play_points,SKATER,CAR,1,8475745,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.2,1,4,5,0.2,2,8,10,0.1,2,18,20,0.2,30,0.185,OVER,-0.315,C,F,SECONDARY,PP_OCC,0.757,0.243,0.162,17.93
10977600,268899,Alexander Nikishin,CAR,D,Plus/Minus,0.5,demon,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,plus/minus,SKATER,CBJ,0,8482100,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.2667,30,0.2067,OVER,-0.2933,D,D,DEPTH,PP_OCC,0.403,0.139,0.139,17.97
10977601,218693,Andrei Svechnikov,CAR,F,Plus/Minus,0.5,demon,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,plus/minus,SKATER,CBJ,0,8480830,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.35,7,13,20,0.3333,30,0.1208,OVER,-0.3792,R,F,SECONDARY,PP_REGULAR,0.849,0.356,0.342,17.05
10978895,218693,Andrei Svechnikov,CAR,F,Points,0.5,goblin,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CBJ,0,8480830,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.6,6,4,10,0.6,12,8,20,0.5667,30,0.5967,OVER,0.0967,R,F,SECONDARY,PP_REGULAR,0.849,0.356,0.342,17.05
10979756,268899,Alexander Nikishin,CAR,D,Assists,0.5,demon,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CBJ,0,8482100,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.2,4,16,20,0.2667,30,0.3567,OVER,-0.1433,D,D,DEPTH,PP_OCC,0.403,0.139,0.139,17.97
10979757,268899,Alexander Nikishin,CAR,D,Points,0.5,demon,False,CBJ,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CBJ,0,8482100,False,,3.118,0.0,0.0,3.279,0.0,0.0,68.0,19.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.5,5,5,10,0.35,7,13,20,0.3667,30,0.5042,OVER,0.0042,D,D,DEPTH,PP_OCC,0.403,0.139,0.139,17.97
10979759,57978,Boone Jenner,CBJ,F,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8476432,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.3,6,14,20,0.3,30,0.26,OVER,-0.24,C,F,SECONDARY,PP_OCC,0.576,0.186,0.051,16.08
10979761,218260,Cole Sillinger,CBJ,F,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8482705,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.3,3,7,10,0.25,5,15,20,0.2333,30,0.1658,OVER,-0.3342,C,F,DEPTH,NO_PP,0.452,0.11,0.014,15.3
10979762,218260,Cole Sillinger,CBJ,F,Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8482705,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.4,4,6,10,0.3,6,14,20,0.3,30,0.295,OVER,-0.205,C,F,DEPTH,NO_PP,0.452,0.11,0.014,15.3
10979763,305144,Conor Garland,CBJ,F,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8478856,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.1667,30,0.2042,OVER,-0.2958,R,F,DEPTH,PP_OCC,0.538,0.385,0.077,12.73
10979764,305144,Conor Garland,CBJ,F,Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8478856,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.4,8,12,20,0.2667,30,0.2717,OVER,-0.2283,R,F,DEPTH,PP_OCC,0.538,0.385,0.077,12.73
10979765,219949,Dante Fabbro,CBJ,D,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8479371,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0333,30,0.0108,OVER,-0.4892,D,D,SHUTDOWN,NO_PP,0.152,0.076,0.0,16.3
10979766,219949,Dante Fabbro,CBJ,D,Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8479371,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.15,3,17,20,0.1333,30,0.0358,OVER,-0.4642,D,D,SHUTDOWN,NO_PP,0.152,0.076,0.0,16.3
10979767,289936,Danton Heinen,CBJ,F,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8478046,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0667,30,0.0492,OVER,-0.4508,L,F,SHUTDOWN,NO_PP,0.24,0.16,0.0,10.88
10979768,289936,Danton Heinen,CBJ,F,Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8478046,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.25,5,15,20,0.2333,30,0.2458,OVER,-0.2542,L,F,SHUTDOWN,NO_PP,0.24,0.16,0.0,10.88
10979769,271232,Denton Mateychuk,CBJ,D,Assists,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,assists,SKATER,CAR,1,8483485,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.2,4,16,20,0.2,30,0.05,OVER,-0.45,D,D,DEPTH,NO_PP,0.433,0.179,0.03,19.07
10979770,271232,Denton Mateychuk,CBJ,D,Points,0.5,demon,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,points,SKATER,CAR,1,8483485,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.3,6,14,20,0.3,30,0.225,OVER,-0.275,D,D,DEPTH,NO_PP,0.433,0.179,0.03,19.07
10980368,265265,Charlie Coyle,CBJ,F,Shots On Goal,0.5,goblin,False,CAR,CAR,CBJ,2026-03-31T19:30:00.000-04:00,140145,2026-03-31T11:33:13Z,shots_on_goal,SKATER,CAR,1,8475745,False,,2.971,0.0,0.0,3.551,0.0,0.0,69.0,10.0,SOLID,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.7,7,3,10,0.8,16,4,20,0.8667,30,0.6117,OVER,0.1117,C,F,SECONDARY,PP_OCC,0.757,0.243,0.162,17.93
10978839,218262,Josh Morrissey,WPG,D,Time On Ice,25,standard,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,time_on_ice,SKATER,CHI,0,8477504,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.6,6,4,10,0.5,10,10,20,0.5333,30,0.4983,UNDER,0.0017,D,D,SECONDARY,PP_REGULAR,0.735,0.176,0.206,24.75
10978838,218261,Kyle Connor,WPG,F,Time On Ice,23,standard,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,time_on_ice,SKATER,CHI,0,8478398,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.5,5,5,10,0.6,12,8,20,0.4333,30,0.5483,OVER,0.0483,L,F,ELITE,PP_REGULAR,1.137,0.452,0.233,21.58
10978841,269749,Artyom Levshunov,CHI,D,Time On Ice,23,standard,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,time_on_ice,SKATER,WPG,1,8484783,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.4,2,3,5,0.4,4,6,10,0.2,4,16,20,0.3333,30,0.3633,UNDER,0.1367,D,D,DEPTH,PP_OCC,0.353,0.029,0.162,19.58
10978840,218572,Connor Bedard,CHI,F,Time On Ice,20.5,standard,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,time_on_ice,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.6,6,4,10,0.65,13,7,20,0.6333,30,0.6108,OVER,0.1108,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10982656,218572,Connor Bedard,CHI,F,Shots On Goal,5.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.1,2,18,20,0.1333,30,0.1783,OVER,-0.3217,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10982631,309659,Anton Frondell,CHI,F,Shots On Goal,4.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8485391,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,4,4,0.0,0,4,4,0.0,0,4,4,0.0,4,0.0,OVER,-0.5,C,F,ELITE,PP_REGULAR,1.0,0.0,0.25,17.63
10982643,89328,Cole Perfetti,WPG,F,Shots On Goal,4.5,demon,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,CHI,0,8482149,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1,30,0.0675,OVER,-0.4325,C,F,DEPTH,PP_OCC,0.508,0.186,0.085,15.52
10982655,218572,Connor Bedard,CHI,F,Shots On Goal,4.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.2,4,16,20,0.2,30,0.2,OVER,-0.3,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10977530,218572,Connor Bedard,CHI,F,Shots On Goal,3.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.5,5,5,10,0.45,9,11,20,0.4333,30,0.5258,OVER,0.0258,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10982630,309659,Anton Frondell,CHI,F,Shots On Goal,3.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8485391,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.25,1,3,4,0.25,1,3,4,0.25,1,3,4,0.25,4,0.25,OVER,-0.25,C,F,ELITE,PP_REGULAR,1.0,0.0,0.25,17.63
10982642,89328,Cole Perfetti,WPG,F,Shots On Goal,3.5,demon,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,CHI,0,8482149,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.25,5,15,20,0.1667,30,0.0892,OVER,-0.4108,C,F,DEPTH,PP_OCC,0.508,0.186,0.085,15.52
10977522,309659,Anton Frondell,CHI,F,Shots On Goal,2.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8485391,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.5,2,2,4,0.5,2,2,4,0.5,2,2,4,0.5,4,0.5,OVER,0.0,C,F,ELITE,PP_REGULAR,1.0,0.0,0.25,17.63
10977526,89328,Cole Perfetti,WPG,F,Shots On Goal,2.5,standard,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,CHI,0,8482149,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.55,11,9,20,0.4333,30,0.3108,UNDER,0.1892,C,F,DEPTH,PP_OCC,0.508,0.186,0.085,15.52
10981439,218572,Connor Bedard,CHI,F,Points,2.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,points,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10982657,218572,Connor Bedard,CHI,F,Shots On Goal,2.5,goblin,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,1.0,5,0,5,0.7,7,3,10,0.7,14,6,20,0.7667,30,0.8267,OVER,0.3267,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10977518,179254,Alex Vlasic,CHI,D,Blocked Shots,1.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,blocked_shots,SKATER,WPG,1,8481568,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,D,D,DEPTH,NO_PP,0.274,0.027,0.0,21.25
10981436,309659,Anton Frondell,CHI,F,Points,1.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,points,SKATER,WPG,1,8485391,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.25,1,3,4,0.25,1,3,4,0.25,1,3,4,0.25,4,0.25,OVER,-0.25,C,F,ELITE,PP_REGULAR,1.0,0.0,0.25,17.63
10981437,89328,Cole Perfetti,WPG,F,Points,1.5,demon,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,points,SKATER,CHI,0,8482149,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1,30,0.025,OVER,-0.475,C,F,DEPTH,PP_OCC,0.508,0.186,0.085,15.52
10981438,218572,Connor Bedard,CHI,F,Points,1.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,points,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.25,5,15,20,0.2,30,0.1275,OVER,-0.3725,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10982632,309659,Anton Frondell,CHI,F,Shots On Goal,1.5,goblin,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,WPG,1,8485391,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.75,3,1,4,0.75,3,1,4,0.75,3,1,4,0.75,4,0.75,OVER,0.25,C,F,ELITE,PP_REGULAR,1.0,0.0,0.25,17.63
10982644,89328,Cole Perfetti,WPG,F,Shots On Goal,1.5,goblin,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,shots_on_goal,SKATER,CHI,0,8482149,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.5,5,5,10,0.7,14,6,20,0.7,30,0.51,OVER,0.01,C,F,DEPTH,PP_OCC,0.508,0.186,0.085,15.52
10982645,218572,Connor Bedard,CHI,F,Assists,1.5,demon,False,WPG,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,assists,SKATER,WPG,1,8484144,False,,3.145,0.0,0.0,2.841,0.0,0.0,69.0,21.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1333,30,0.0708,OVER,-0.4292,C,F,ELITE,PP_REGULAR,1.115,0.492,0.328,20.93
10972604,60013,Adam Lowry,WPG,F,Goals,0.5,demon,False,CHI,WPG,CHI,2026-03-31T20:30:00.000-04:00,140430,2026-03-31T11:33:13Z,goals,SKATER,CHI,0,8476392,False,,3.217,0.0,0.0,2.623,0.0,0.0,69.0,23.0,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.05,1,19,20,0.0667,30,0.1292,OVER,-0.3708,C,F,DEPTH,NO_PP,0.328,0.082,0.0,14.93
